4666,12/23/1952 00:00:00,PN ,,DARCI,,AVERA,,,,,F                                  ,S,,,,,Live,,,,,
4667,12/23/1952 00:00:00,HH ,,DARCEY,,ALEXANDER,,,,,F                                  ,S,,,,,Live,,,,,
4668,12/5/1957 00:00:00,PN ,,DARCEL,,STEFANO,,,,,F                                  ,M,,,,,Live,,,,,
4669,7/25/1949 00:00:00,PN ,,MARCELLUS,,CUEVAS,,,,,M                                  ,S,,,,,Live,,,,,
4670,3/25/1960 00:00:00,PN ,,NANCY,,SMETAK,,,,,F                                  ,S,,,,,Live,,,,,
4671,12/5/1957 00:00:00,HH ,,MARCI,,SHELBY,,,,,F                                  ,M,,,,,Live,,,,,
4672,3/27/1959 00:00:00,PN ,,NARCISA,,PIERCE,,,,,F                                  ,M,,,,,Live,,,,,
4673,10/25/1953 00:00:00,PN ,,NARCISSUS,,SPENCER,,,,,M                                  ,S,,,,,Live,,,,,
4674,3/27/1959 00:00:00,HH ,,MARCUS,,FREED,,,,,M                                  ,M,,,,,Live,,,,,
4675,2/13/1941 00:00:00,PN ,,MARCOS,,FIELD,,,,,M                                  ,D,,,,,Live,,,,,
4676,2/13/1941 00:00:00,HH ,,MARC,,REESER,,,,,M                                  ,D,,,,,Live,,,,,
4677,12/22/1954 00:00:00,PN ,,MARCIE,,REESE,,,,,F                                  ,S,,,,,Live,,,,,
4678,4/26/1944 00:00:00,PN ,,MARCO,,KEENER,,,,,M                                  ,M,,,,,Live,,,,,
4679,12/22/1954 00:00:00,HH ,,MALCOLM,,WIEGENSTEIN,,,,,M                                  ,S,,,,,Live,,,,,
4680,5/27/1950 00:00:00,PN ,,VANCE,,SHEMER,,,,,M                                  ,S,,,,,Live,,,,,
4681,5/7/1956 00:00:00,PN ,,CANDRA,,GIEBER,,,,,F                                  ,S,,,,,Live,,,,,
4682,10/22/1967 00:00:00,PN ,,CANDIS,,MEELER,,,,,F                                  ,S,,,,,Live,,,,,
4683,4/8/1951 00:00:00,PN ,,CANDY,,WEESE,,,,,F                                  ,M,,,,,Live,,,,,
4684,5/27/1950 00:00:00,HH ,,CANDIE,,STEVENS,,,,,F                                  ,S,,,,,Live,,,,,
4685,12/18/1972 00:00:00,PN ,,CANDIDA,,REEDER,,,,,F                                  ,M,,,,,Live,,,,,
4686,11/24/1942 00:00:00,PN ,,CANDICE,,CLEMENTS,,,,,F                                  ,S,,,,,Live,,,,,
4687,5/21/1969 00:00:00,PN ,,MAUD,,SHEWELL,,,,,F                                  ,M,,,,,Live,,,,,
4688,2/24/1955 00:00:00,PN ,,MADDIE,,BREWER,,,,,F                                  ,D,,,,,Live,,,,,
4689,11/27/1978 00:00:00,PN ,,CANDI,,REEVES,,,,,F                                  ,S,,,,,Live,,,,,
4690,12/18/1972 00:00:00,HH ,,WARD,,QUEBEDEAUX,,,,,M                                  ,M,,,,,Live,,,,,
4691,4/12/1958 00:00:00,PN ,,CANDELARIA,,SEELEY,,,,,F                                  ,S,,,,,Live,,,,,
4692,8/23/1949 00:00:00,PN ,,CANDANCE,,REECE,,,,,F                                  ,S,,,,,Live,,,,,
4693,4/12/1958 00:00:00,HH ,,CANDACE,,STENEHJEM,,,,,F                                  ,S,,,,,Live,,,,,
4694,5/9/1944 00:00:00,PN ,,WANDA,,THEDFORD,,,,,F                                  ,M,,,,,Live,,,,,
4695,10/28/1959 00:00:00,PN ,,RANDY,,LEECH,,,,,F                                  ,S,,,,,Live,,,,,
4696,10/22/1961 00:00:00,PN ,,WALDO,,CHESHIRE,,,,,M                                  ,S,,,,,Live,,,,,
4697,5/9/1944 00:00:00,HH ,,RANDY,,GREEHLING,,,,,M                                  ,M,,,,,Live,,,,,
4698,7/3/1967 00:00:00,PN ,,RANDOLPH,,STEPHENSON,,,,,M                                  ,M,,,,,Live,,,,,
4699,7/3/1967 00:00:00,HH ,,RANDI,,STEPHENS,,,,,F                                  ,M,,,,,Live,,,,,
4700,9/15/1960 00:00:00,PN ,,RANDELL,,SHEPHERD,,,,,M                                  ,M,,,,,Live,,,,,
4701,9/15/1960 00:00:00,HH ,,RANDEE,,EVERINGHAM,,,,,F                                  ,M,,,,,Live,,,,,
4702,6/7/1948 00:00:00,PN ,,RANDALL,,BLEVINS,,,,,M                                  ,S,,,,,Live,,,,,
4703,6/27/1933 00:00:00,PN ,,HARDY,,GUERIN,,,,,M                                  ,S,,,,,Live,,,,,
4704,1/19/1953 00:00:00,PN ,,LANDON,,BREWINGTON,,,,,M                                  ,S,,,,,Live,,,,,
4705,4/11/1964 00:00:00,PN ,,HAYDEE,,PEEDIN,,,,,F                                  ,S,,,,,Live,,,,,
4706,6/7/1948 00:00:00,HH ,,HAYDEN,,GREDIG,,,,,M                                  ,S,,,,,Live,,,,,
4707,7/29/1949 00:00:00,PN ,,HAYDN,,SPEAKE,,,,,M                                  ,M,,,,,Live,,,,,
4708,9/10/1955 00:00:00,PN ,,MAUDE,,BUECKER,,,,,F                                  ,D,,,,,Live,,,,,
4709,6/7/1944 00:00:00,PN ,,CANDYCE,,PLEAK,,,,,F                                  ,D,,,,,Live,,,,,
4710,7/29/1949 00:00:00,HH ,,SANDY,,TEEPLE,,,,,M                                  ,M,,,,,Live,,,,,
4711,12/12/1963 00:00:00,PN ,,SANDY,,DIERLAM,,,,,F                                  ,S,,,,,Live,,,,,
4712,8/31/1968 00:00:00,PN ,,SANDRA,,ONEAL,,,,,F                                  ,D,,,,,Live,,,,,
4713,11/20/1968 00:00:00,PN ,,SANDIE,,BYERLE,,,,,F                                  ,M,,,,,Live,,,,,
4714,1/24/1963 00:00:00,PN ,,SANDI,,SMEDLEY,,,,,F                                  ,S,,,,,Live,,,,,
4715,6/1/1943 00:00:00,PN ,,SANDEE,,WHEELER,,,,,F                                  ,M,,,,,Live,,,,,
4716,12/12/1963 00:00:00,HH ,,SANDA,,TEEPLES,,,,,F                                  ,S,,,,,Live,,,,,
4717,7/8/1954 00:00:00,PN ,,MAUDIE,,HOEFLING,,,,,F                                  ,S,,,,,Live,,,,,
4718,3/5/1969 00:00:00,PN ,,VALDA,,EDERLE,,,,,F                                  ,M,,,,,Live,,,,,
4719,7/8/1954 00:00:00,HH ,,VANDA,,SHELLEY,,,,,F                                  ,S,,,,,Live,,,,,
4720,10/12/1942 00:00:00,PN ,,KANDY,,TUELL,,,,,F                                  ,S,,,,,Live,,,,,
4721,3/24/1962 00:00:00,PN ,,KANDRA,,SHELLY,,,,,F                                  ,D,,,,,Live,,,,,
4722,4/30/1963 00:00:00,PN ,,KANDIS,,ODELL,,,,,F                                  ,M,,,,,Live,,,,,
4723,10/12/1942 00:00:00,HH ,,KANDICE,,SHELLY,,,,,F                                  ,S,,,,,Live,,,,,
4724,9/29/1973 00:00:00,PN ,,ZAIDA,,FREEMAN,,,,,F                                  ,S,,,,,Live,,,,,
4725,9/19/1968 00:00:00,PN ,,KANDI,,SHERMAN,,,,,F                                  ,D,,,,,Live,,,,,
4726,3/4/1955 00:00:00,PN ,,KANDACE,,CHESMORE,,,,,F                                  ,S,,,,,Live,,,,,
4727,4/25/1964 00:00:00,PN ,,NAIDA,,GREENE,,,,,F                                  ,M,,,,,Live,,,,,
4728,2/3/1927 00:00:00,PN ,,TANDY,,GREEN,,,,,F                                  ,M,,,,,Live,,,,,
4729,9/29/1973 00:00:00,HH ,,BARDOLPH,,GLENN,,,,,M                                  ,S,,,,,Live,,,,,
4730,4/2/1943 00:00:00,PN ,,TANDRA,,GREENUP,,,,,F                                  ,D,,,,,Live,,,,,
4731,6/2/1925 00:00:00,PN ,,MAGDA,,BREINHOLT,,,,,F                                  ,S,,,,,Live,,,,,
4732,11/30/1920 00:00:00,PN ,,MAGDALENE,,STEEN,,,,,F                                  ,S,,,,,Live,,,,,
4733,4/8/1962 00:00:00,PN ,,MAGDALENA,,BUENO,,,,,F                                  ,S,,,,,Live,,,,,
4734,1/22/1943 00:00:00,PN ,,MAGDALEN,,SKETO,,,,,F                                  ,S,,,,,Live,,,,,
4735,4/2/1943 00:00:00,HH ,,PADDY,,CLEMONS,,,,,M                                  ,D,,,,,Live,,,,,
4736,5/17/1943 00:00:00,PN ,,BALDWIN,,PREMO,,,,,M                                  ,M,,,,,Live,,,,,
4737,12/8/1972 00:00:00,PN ,,MAIDA,,SHEPPARD,,,,,F                                  ,S,,,,,Live,,,,,
4738,10/29/1974 00:00:00,PN ,,PANDORA,,STEPPS,,,,,F                                  ,S,,,,,Live,,,,,
4739,1/10/1964 00:00:00,PN ,,RANDA,,SHERRILL,,,,,F                                  ,S,,,,,Live,,,,,
4740,3/5/1926 00:00:00,PN ,,RANDAL,,SHERRELL,,,,,M                                  ,M,,,,,Live,,,,,
4741,5/17/1943 00:00:00,HH ,,MARDELL,,SHERRICK,,,,,F                                  ,M,,,,,Live,,,,,
4742,3/22/1961 00:00:00,PN ,,MANDIE,,SWEARINGEN,,,,,F                                  ,D,,,,,Live,,,,,
4743,8/12/1979 00:00:00,PN ,,MANDI,,SPEARS,,,,,F                                  ,S,,,,,Live,,,,,
4744,2/26/1962 00:00:00,PN ,,MANDA,,GREER,,,,,F                                  ,S,,,,,Live,,,,,
4745,9/19/1922 00:00:00,PN ,,MANDY,,PLEASANT,,,,,F                                  ,D,,,,,Live,,,,,
4746,10/10/1956 00:00:00,PN ,,CASEY,,MEEKS,,,,,F                                  ,M,,,,,Live,,,,,
4747,3/22/1961 00:00:00,HH ,,CATERINA,,AKERS,,,,,F                                  ,D,,,,,Live,,,,,
4748,6/25/1950 00:00:00,PN ,,DALE,,GLEASON,,,,,F                                  ,M,,,,,Live,,,,,
4749,6/12/1976 00:00:00,PN ,,DALE,,MYERS,,,,,M                                  ,S,,,,,Live,,,,,
4750,7/26/1961 00:00:00,PN ,,RANEE,,CHESS,,,,,F                                  ,S,,,,,Live,,,,,
4751,6/25/1950 00:00:00,HH ,,CASEY,,CRESSMAN,,,,,M                                  ,M,,,,,Live,,,,,
4752,8/7/1954 00:00:00,PN ,,WADE,,SWESS,,,,,M                                  ,S,,,,,Live,,,,,
4753,6/23/1946 00:00:00,PN ,,WANETA,,OWENS,,,,,F                                  ,M,,,,,Live,,,,,
4754,8/7/1954 00:00:00,HH ,,WANETTA,,AYERS,,,,,F                                  ,S,,,,,Live,,,,,
4755,3/21/1944 00:00:00,PN ,,CAREY,,CREASY,,,,,M                                  ,M,,,,,Live,,,,,
4756,8/5/1959 00:00:00,PN ,,CAREY,,FOERSTER,,,,,F                                  ,D,,,,,Live,,,,,
4757,3/21/1944 00:00:00,HH ,,CAREN,,PIERSON,,,,,F                                  ,M,,,,,Live,,,,,
4758,2/20/1964 00:00:00,PN ,,RAYE,,FREET,,,,,F                                  ,M,,,,,Live,,,,,
4759,2/9/1965 00:00:00,PN ,,DALENE,,BRENTAL,,,,,F                                  ,S,,,,,Live,,,,,
4760,2/20/1964 00:00:00,HH ,,CAMERON,,LIESTER,,,,,M                                  ,M,,,,,Live,,,,,
4761,11/16/1976 00:00:00,PN ,,RALEIGH,,SWEATMAN,,,,,M                                  ,S,,,,,Live,,,,,
4762,1/11/1954 00:00:00,PN ,,CAMERON,,SHEETS,,,,,F                                  ,S,,,,,Live,,,,,
4763,7/25/1955 00:00:00,PN ,,CAMELLIA,,SHEETZ,,,,,F                                  ,M,,,,,Live,,,,,
4764,11/16/1976 00:00:00,HH ,,CAMELIA,,CHELTON,,,,,F                                  ,S,,,,,Live,,,,,
4765,9/6/1931 00:00:00,PN ,,CALEB,,CHEATHAM,,,,,M                                  ,M,,,,,Live,,,,,
4766,12/24/1951 00:00:00,PN ,,MAXEY,,MCENTIRE,,,,,M                                  ,D,,,,,Live,,,,,
4767,4/27/1958 00:00:00,PN ,,MAYE,,HUETTENMUELLER,,,,,F                                  ,S,,,,,Live,,,,,
4768,1/6/1954 00:00:00,PN ,,NADENE,,MEETZE,,,,,F                                  ,D,,,,,Live,,,,,
4769,5/5/1927 00:00:00,PN ,,ZANE,,WADE,,,,,M                                  ,W,,,,,Live,,,,,
4770,9/6/1931 00:00:00,HH ,,NAKESHA,,TODD,,,,,F                                  ,M,,,,,Live,,,,,
4771,5/25/1955 00:00:00,PN ,,NANETTE,,HODA,,,,,F                                  ,D,,,,,Live,,,,,
4772,5/25/1955 00:00:00,HH ,,PAGE,,EDDY,,,,,F                                  ,D,,,,,Live,,,,,
4773,7/21/1961 00:00:00,PN ,,PAMELA,,DEDEAUX,,,,,F                                  ,S,,,,,Live,,,,,
4774,7/7/1971 00:00:00,PN ,,PAMELIA,,SIDEBOTTOM,,,,,F                                  ,S,,,,,Live,,,,,
4775,12/28/1959 00:00:00,PN ,,PAMELLA,,LEDUC,,,,,F                                  ,S,,,,,Live,,,,,
4776,10/29/1970 00:00:00,PN ,,BABETTE,,HODGE,,,,,F                                  ,D,,,,,Live,,,,,
4777,10/19/1956 00:00:00,PN ,,RAVEN,,DODGE,,,,,F                                  ,S,,,,,Live,,,,,
4778,7/21/1961 00:00:00,HH ,,VANETTA,,WEDDE,,,,,F                                  ,S,,,,,Live,,,,,
4779,6/26/1936 00:00:00,PN ,,KASEY,,WADDELL,,,,,F                                  ,M,,,,,Live,,,,,
4780,6/13/1967 00:00:00,PN ,,KASEY,,ALDREDGE,,,,,M                                  ,D,,,,,Live,,,,,
4781,7/27/1955 00:00:00,PN ,,JADE,,MADDEN,,,,,F                                  ,S,,,,,Live,,,,,
4782,5/25/1951 00:00:00,PN ,,JAKE,,PADGETT,,,,,M                                  ,S,,,,,Live,,,,,
4783,12/4/1969 00:00:00,PN ,,FAYE,,REDDEN,,,,,F                                  ,S,,,,,Live,,,,,
4784,6/26/1936 00:00:00,HH ,,JALEESA,,GADBERRY,,,,,F                                  ,M,,,,,Live,,,,,
4785,12/31/1979 00:00:00,PN ,,KATE,,RODGERS,,,,,F                                  ,S,,,,,Live,,,,,
4786,12/6/1945 00:00:00,PN ,,KATELIN,,FODNESS,,,,,F                                  ,D,,,,,Live,,,,,
4787,1/8/1963 00:00:00,PN ,,KATELYN,,LADUE,,,,,F                                  ,M,,,,,Live,,,,,
4788,7/28/1934 00:00:00,PN ,,KATELYNN,,SIDDERS,,,,,F                                  ,D,,,,,Live,,,,,
4789,11/7/1975 00:00:00,PN ,,KATERINE,,MEDLEN,,,,,F                                  ,S,,,,,Live,,,,,
4790,12/31/1979 00:00:00,HH ,,JAME,,REDIFER,,,,,F                                  ,S,,,,,Live,,,,,
4791,6/20/1977 00:00:00,PN ,,JAME,,BUDIG,,,,,M                                  ,S,,,,,Live,,,,,
4792,2/20/1948 00:00:00,PN ,,KAREY,,HADFIELD,,,,,F                                  ,M,,,,,Live,,,,,
4793,10/2/1948 00:00:00,PN ,,KARENA,,GODWIN,,,,,F                                  ,D,,,,,Live,,,,,
4794,6/20/1977 00:00:00,HH ,,KAYE,,MEDLIN,,,,,F                                  ,S,,,,,Live,,,,,
4795,11/2/1936 00:00:00,PN ,,MAKEDA,,KEDDINGTON,,,,,F                                  ,S,,,,,Live,,,,,
4796,12/6/1950 00:00:00,PN ,,VALENCIA,,WIDRICK,,,,,F                                  ,M,,,,,Live,,,,,
4797,1/12/1954 00:00:00,PN ,,VALENE,,GADDIS,,,,,F                                  ,S,,,,,Live,,,,,
4798,1/26/1943 00:00:00,PN ,,GARETH,,REDWINE,,,,,M                                  ,S,,,,,Live,,,,,
4799,8/16/1976 00:00:00,PN ,,GALEN,,GEDDINGS,,,,,M                                  ,S,,,,,Live,,,,,
4800,11/2/1936 00:00:00,HH ,,VALENTINA,,CUDDINGTON,,,,,F                                  ,S,,,,,Live,,,,,
4801,8/25/1958 00:00:00,PN ,,VALERI,,RIDDLE,,,,,F                                  ,M,,,,,Live,,,,,
4802,7/18/1957 00:00:00,PN ,,VALERIA,,NADOLNY,,,,,F                                  ,M,,,,,Live,,,,,
4803,8/25/1958 00:00:00,HH ,,VALERIE,,HUDDLESTON,,,,,F                                  ,M,,,,,Live,,,,,
4804,12/7/1958 00:00:00,PN ,,VALERY,,PADILLA,,,,,F                                  ,D,,,,,Live,,,,,
4805,12/27/1958 00:00:00,PN ,,VALENTIN,,RODEN,,,,,M                                  ,S,,,,,Live,,,,,
4806,9/15/1960 00:00:00,PN ,,MADELENE,,ALDEN,,,,,F                                  ,S,,,,,Live,,,,,
4807,12/7/1958 00:00:00,HH ,,VANESA,,MCDANIEL,,,,,F                                  ,D,,,,,Live,,,,,
4808,7/4/1944 00:00:00,PN ,,MADELEINE,,OLDEN,,,,,F                                  ,D,,,,,Live,,,,,
4809,5/9/1946 00:00:00,PN ,,SAMELLA,,OGDEN,,,,,F                                  ,M,,,,,Live,,,,,
4810,7/4/1944 00:00:00,HH ,,MADELAINE,,NODINE,,,,,F                                  ,D,,,,,Live,,,,,
4811,7/11/1944 00:00:00,PN ,,JARED,,BEDGOOD,,,,,M                                  ,S,,,,,Live,,,,,
4812,7/11/1944 00:00:00,HH ,,MACEO,,HADCOCK,,,,,M                                  ,S,,,,,Live,,,,,
4813,7/4/1976 00:00:00,PN ,,VANESSA,,LUDLOW,,,,,F                                  ,S,,,,,Live,,,,,
4814,7/7/1972 00:00:00,PN ,,MABELLE,,HUDSON,,,,,F                                  ,M,,,,,Live,,,,,
4815,9/21/1979 00:00:00,PN ,,MABEL,,EIDSON,,,,,F                                  ,S,,,,,Live,,,,,
4816,1/10/1951 00:00:00,PN ,,TANEKA,,LEDLOW,,,,,F                                  ,S,,,,,Live,,,,,
4817,6/2/1946 00:00:00,PN ,,LAVERN,,UNDERWOOD,,,,,F                                  ,D,,,,,Live,,,,,
4818,7/4/1976 00:00:00,HH ,,JANEY,,ORDERS,,,,,F                                  ,S,,,,,Live,,,,,
4819,5/5/1944 00:00:00,PN ,,JANETTE,,ELDER,,,,,F                                  ,S,,,,,Live,,,,,
4820,5/5/1944 00:00:00,HH ,,LAWERENCE,,SEDORIS,,,,,M                                  ,S,,,,,Live,,,,,
4821,9/28/1942 00:00:00,PN ,,SALENA,,MCDERMOTT,,,,,F                                  ,S,,,,,Live,,,,,
4822,9/28/1942 00:00:00,HH ,,LAVETTE,,ANDERSON,,,,,F                                  ,S,,,,,Live,,,,,
4823,12/4/1971 00:00:00,PN ,,SAGE,,NEDERLANDER,,,,,F                                  ,S,,,,,Live,,,,,
4824,10/15/1976 00:00:00,PN ,,LAVETA,,SIDES,,,,,F                                  ,S,,,,,Live,,,,,
4825,12/12/1971 00:00:00,PN ,,MAREN,,RUDISILL,,,,,F                                  ,M,,,,,Live,,,,,
4826,12/4/1971 00:00:00,HH ,,KAREN,,RUDOWITZ,,,,,F                                  ,S,,,,,Live,,,,,
4827,1/14/1951 00:00:00,PN ,,KAREL,,ALDAY,,,,,M                                  ,S,,,,,Live,,,,,
4828,8/10/1959 00:00:00,PN ,,KAREEN,,RICH,,,,,F                                  ,S,,,,,Live,,,,,
4829,1/29/1974 00:00:00,PN ,,KAREEM,,KOCH,,,,,M                                  ,S,,,,,Live,,,,,
4830,10/18/1948 00:00:00,PN ,,KANESHA,,PACE,,,,,F                                  ,S,,,,,Live,,,,,
4831,1/14/1951 00:00:00,HH ,,KANE,,BUCK,,,,,M                                  ,S,,,,,Live,,,,,
4832,11/21/1974 00:00:00,PN ,,KALEY,,BECK,,,,,F                                  ,S,,,,,Live,,,,,
4833,3/7/1975 00:00:00,PN ,,LACEY,,SACK,,,,,F                                  ,S,,,,,Live,,,,,
4834,6/13/1949 00:00:00,PN ,,JACELYN,,MOCK,,,,,F                                  ,S,,,,,Live,,,,,
4835,3/26/1979 00:00:00,PN ,,KALEIGH,,ARCHAMBEAU,,,,,F                                  ,S,,,,,Live,,,,,
4836,12/1/1935 00:00:00,PN ,,JABEZ,,JACKA,,,,,M                                  ,S,,,,,Live,,,,,
4837,11/21/1974 00:00:00,HH ,,KACEY,,MICHAEL,,,,,F                                  ,S,,,,,Live,,,,,
4838,12/14/1970 00:00:00,PN ,,HAZEL,,MCCLAIN,,,,,F                                  ,M,,,,,Live,,,,,
4839,12/14/1970 00:00:00,HH ,,LAKEESHA,,ZUCCA,,,,,F                                  ,M,,,,,Live,,,,,
4840,11/25/1943 00:00:00,PN ,,LAKEISHA,,JACOBS,,,,,F                                  ,D,,,,,Live,,,,,
4841,8/20/1977 00:00:00,PN ,,LAKENDRA,,RICHBURG,,,,,F                                  ,S,,,,,Live,,,,,
4842,12/13/1949 00:00:00,PN ,,LAKENYA,,MCCLENDON,,,,,F                                  ,S,,,,,Live,,,,,
4843,2/1/1951 00:00:00,PN ,,LAKESHA,,HOCKETT,,,,,F                                  ,M,,,,,Live,,,,,
4844,11/25/1943 00:00:00,HH ,,LAKESHIA,,HOCHEWAR,,,,,F                                  ,D,,,,,Live,,,,,
4845,11/12/1939 00:00:00,PN ,,LANE,,BACKER,,,,,F                                  ,M,,,,,Live,,,,,
4846,6/12/1943 00:00:00,PN ,,LANE,,RICHERSON,,,,,M                                  ,M,,,,,Live,,,,,
4847,11/12/1939 00:00:00,HH ,,LANELL,,HACKETT,,,,,F                                  ,M,,,,,Live,,,,,
4848,2/4/1967 00:00:00,PN ,,LANELLE,,MCCLELLAND,,,,,F                                  ,M,,,,,Live,,,,,
4849,9/18/1970 00:00:00,PN ,,LANETTE,,COCKERLINE,,,,,F                                  ,D,,,,,Live,,,,,
4850,2/4/1967 00:00:00,HH ,,SADE,,COCKEY,,,,,F                                  ,M,,,,,Live,,,,,
4851,1/21/1965 00:00:00,PN ,,HAVELOCK,,LACKEY,,,,,M                                  ,S,,,,,Live,,,,,
4852,10/9/1936 00:00:00,PN ,,TAMEKIA,,TUCKER,,,,,F                                  ,S,,,,,Live,,,,,
4853,2/12/1969 00:00:00,PN ,,TAMELA,,LACKENBAUER,,,,,F                                  ,S,,,,,Live,,,,,
4854,3/16/1950 00:00:00,PN ,,LAREE,,PICKETT,,,,,F                                  ,D,,,,,Live,,,,,
4855,7/1/1960 00:00:00,PN ,,HALEY,,JUCKETT,,,,,F                                  ,D,,,,,Live,,,,,
4856,1/21/1965 00:00:00,HH ,,TAREN,,HOCHEVAR,,,,,F                                  ,S,,,,,Live,,,,,
4857,1/8/1966 00:00:00,PN ,,JAYE,,GOCHENOUER,,,,,F                                  ,M,,,,,Live,,,,,
4858,1/8/1966 00:00:00,HH ,,TAMESHA,,DICKERSON,,,,,F                                  ,M,,,,,Live,,,,,
4859,6/14/1960 00:00:00,PN ,,MADELINE,,KOCHERHANS,,,,,F                                  ,S,,,,,Live,,,,,
4860,11/27/1949 00:00:00,PN ,,LAVERN,,MACKEY,,,,,M                                  ,S,,,,,Live,,,,,
4861,6/20/1965 00:00:00,PN ,,LATESHA,,PUCKETT,,,,,F                                  ,M,,,,,Live,,,,,
4862,7/20/1936 00:00:00,PN ,,GAYELORD,,MCCHESNEY,,,,,M                                  ,S,,,,,Live,,,,,
4863,3/12/1956 00:00:00,PN ,,GAYE,,DOCKERY,,,,,F                                  ,D,,,,,Live,,,,,
4864,6/14/1960 00:00:00,HH ,,VALENTINE,,RICKETTS,,,,,F                                  ,S,,,,,Live,,,,,
4865,11/14/1936 00:00:00,PN ,,JANETTA,,ROCHE,,,,,F                                  ,M,,,,,Live,,,,,
4866,9/5/1975 00:00:00,PN ,,TABETHA,,BICKFORD,,,,,F                                  ,S,,,,,Live,,,,,
4867,11/14/1936 00:00:00,HH ,,JAMEE,,BUCHHOLZ,,,,,F                                  ,M,,,,,Live,,,,,
4868,7/16/1960 00:00:00,PN ,,JAMEL,,DICKINSON,,,,,M                                  ,M,,,,,Live,,,,,
4869,7/16/1960 00:00:00,HH ,,TANESHA,,MCCLINCHEY,,,,,F                                  ,M,,,,,Live,,,,,
